amount,previous_attempts,previous_successful_payments,previous_failed_payments,checkout_abandonment_minutes,hour_of_day,is_temporary_failure,failure_reason,recovered
5000,1,1,0,2,17,1,network_error,1
8443,2,2,0,1,11,0,checkout_abandoned,1
5000,1,3,1,30,16,1,network_error,1
5000,2,2,1,5,13,0,checkout_abandoned,1
5375,2,3,1,10,3,0,card_declined,1
13305,2,3,1,5,5,0,checkout_abandoned,1
5000,1,1,0,0,19,1,network_error,1
5000,1,3,0,10,8,0,insufficient_funds,1
5000,2,2,1,0,0,0,insufficient_funds,0
5000,3,2,0,0,12,1,network_error,1
5000,3,2,1,0,17,1,temporary,0
5000,2,0,0,0,20,1,network_error,0
5000,1,0,0,30,19,0,insufficient_funds,1
5000,1,4,0,0,22,0,insufficient_funds,0
5000,2,2,1,0,5,0,card_declined,0
5000,1,5,2,0,17,0,checkout_abandoned,1
18444,3,1,1,5,7,0,insufficient_funds,0
9527,2,1,1,0,21,1,temporary,1
5000,3,0,0,5,5,1,network_error,1
5000,1,3,1,0,17,0,card_declined,1
5000,2,0,2,0,19,1,temporary,0
6820,3,1,2,0,14,1,network_error,0
8814,1,4,1,0,10,0,insufficient_funds,0
5000,3,1,0,0,11,0,checkout_abandoned,1
5097,2,0,0,10,8,1,temporary,0
5000,2,3,0,2,2,0,card_declined,1
6073,2,1,0,1,12,0,card_declined,0
10531,3,3,1,30,14,0,checkout_abandoned,0
5000,3,0,4,1,17,0,checkout_abandoned,0
30228,1,2,0,30,1,0,checkout_abandoned,0
5000,2,1,0,1,15,0,checkout_abandoned,1
6108,3,3,0,30,6,0,insufficient_funds,0
5000,1,2,0,0,16,1,network_error,1
5000,2,1,2,2,11,1,network_error,1
5000,3,0,0,1,22,0,checkout_abandoned,0
5470,1,2,1,30,2,0,insufficient_funds,0
11475,2,4,0,0,6,0,insufficient_funds,0
19491,2,3,1,0,17,1,network_error,0
5000,1,0,1,0,4,0,checkout_abandoned,1
11106,1,1,2,2,6,1,temporary,1
5000,2,2,1,0,15,0,checkout_abandoned,0
10571,1,4,1,1,12,1,network_error,0
5000,3,2,1,5,3,1,temporary,1
14627,2,2,1,0,7,0,checkout_abandoned,1
44830,3,4,0,0,15,0,checkout_abandoned,0
5000,2,2,1,0,1,0,checkout_abandoned,0
5000,1,1,2,0,22,1,temporary,0
5000,2,2,2,30,9,0,card_declined,0
16846,3,0,1,10,11,1,network_error,1
8544,2,2,1,0,15,1,network_error,0
6303,1,3,0,2,5,1,network_error,1
13476,1,3,1,0,13,1,temporary,0
7978,2,2,0,10,23,0,card_declined,1
16609,3,1,0,10,23,1,temporary,0
12325,2,3,1,10,9,1,network_error,1
22509,1,1,1,0,23,0,insufficient_funds,1
7036,1,3,3,0,2,1,temporary,1
12152,2,1,1,10,21,0,insufficient_funds,0
5000,2,2,0,2,9,0,checkout_abandoned,1
5000,1,4,0,2,7,0,checkout_abandoned,1
27085,3,2,1,30,2,0,insufficient_funds,1
6100,1,1,0,10,14,0,checkout_abandoned,0
10991,1,1,0,0,1,0,card_declined,1
5562,2,2,0,0,17,0,checkout_abandoned,1
5000,3,1,1,0,1,0,insufficient_funds,0
5000,2,1,0,10,12,0,checkout_abandoned,0
20660,3,2,0,0,10,0,checkout_abandoned,0
8563,1,1,1,0,23,0,insufficient_funds,1
5000,2,0,1,30,11,1,network_error,0
5000,1,2,1,1,7,1,temporary,1
29210,1,2,0,0,17,1,network_error,1
5000,2,2,2,2,20,1,network_error,1
5000,1,2,4,30,13,0,checkout_abandoned,0
32632,1,1,0,0,18,1,temporary,0
9724,1,1,0,2,20,0,card_declined,1
5000,3,3,2,10,11,0,checkout_abandoned,1
5000,2,1,0,2,20,1,network_error,1
14506,2,1,0,30,19,0,card_declined,1
5000,3,3,1,1,4,1,temporary,1
15494,2,0,1,10,10,0,card_declined,0
8452,3,2,1,1,0,0,checkout_abandoned,1
6277,2,4,1,0,18,0,insufficient_funds,0
5684,1,0,1,0,16,0,card_declined,1
5000,1,4,2,0,0,0,checkout_abandoned,0
13983,1,4,0,5,0,0,checkout_abandoned,1
5000,1,4,2,1,14,1,network_error,1
5000,1,2,0,5,9,0,insufficient_funds,0
9085,2,6,2,5,1,0,insufficient_funds,1
9239,3,4,1,2,1,0,card_declined,0
7944,1,2,0,30,20,1,temporary,1
7388,1,3,0,1,11,0,checkout_abandoned,1
5000,3,0,1,5,18,1,temporary,0
10801,1,6,1,5,10,1,network_error,1
5000,3,3,0,5,22,1,network_error,1
5000,2,2,2,1,20,0,insufficient_funds,0
5000,3,3,0,1,21,1,temporary,1
37072,2,1,3,10,15,0,card_declined,1
5000,2,1,2,30,0,0,checkout_abandoned,0
8101,1,2,0,0,9,0,checkout_abandoned,1
5000,2,2,3,30,2,1,network_error,1
5000,3,1,2,30,12,0,card_declined,0
5000,3,5,1,2,11,0,card_declined,1
5000,1,1,0,2,13,1,network_error,1
7252,1,1,1,1,22,0,checkout_abandoned,0
5000,1,2,0,2,5,0,insufficient_funds,0
5000,3,3,3,0,20,1,temporary,0
11379,1,2,1,1,18,0,checkout_abandoned,0
20640,3,1,0,30,10,1,network_error,1
21810,2,3,0,2,11,0,checkout_abandoned,1
7037,1,1,1,0,9,0,insufficient_funds,1
5146,3,1,0,0,15,0,card_declined,1
18548,3,3,2,10,18,0,insufficient_funds,0
26433,2,3,2,1,0,0,card_declined,1
15268,3,3,1,2,23,0,insufficient_funds,1
5000,3,0,0,1,2,1,temporary,1
6010,2,3,1,0,3,0,insufficient_funds,0
7627,1,3,0,0,14,1,temporary,1
5000,3,0,1,2,2,0,insufficient_funds,1
7858,3,1,2,0,17,0,checkout_abandoned,0
47714,3,2,1,2,5,0,insufficient_funds,0
9320,3,4,1,10,7,0,insufficient_funds,0
21448,2,3,0,0,14,0,checkout_abandoned,0
5901,2,1,2,10,22,0,card_declined,0
5000,3,2,0,0,4,0,insufficient_funds,0
7195,3,3,1,1,20,0,card_declined,0
5000,1,1,1,5,15,0,card_declined,0
5000,2,3,0,0,12,1,temporary,1
17436,2,2,0,0,21,1,temporary,1
19386,3,2,0,1,15,0,card_declined,0
5000,3,2,2,0,19,1,network_error,1
12938,1,3,0,30,14,0,checkout_abandoned,1
5000,3,3,0,0,11,0,checkout_abandoned,1
6903,2,2,1,10,7,0,card_declined,0
7787,1,2,0,0,6,0,insufficient_funds,1
13284,2,4,3,10,1,0,card_declined,0
5338,1,2,0,0,6,1,network_error,1
20133,3,2,0,5,19,1,network_error,1
6696,3,3,1,5,7,1,network_error,1
9174,3,3,0,5,11,1,temporary,1
5000,2,0,1,0,9,1,temporary,0
42559,2,1,1,0,20,1,network_error,1
7862,2,4,0,10,13,0,checkout_abandoned,0
10026,3,1,2,0,8,1,temporary,0
5000,1,2,0,10,22,0,card_declined,0
5000,3,1,1,10,0,0,card_declined,1
16947,2,1,1,5,3,0,insufficient_funds,0
6547,2,2,1,0,3,0,checkout_abandoned,0
5000,3,2,1,0,2,1,network_error,0
13881,1,1,0,0,3,1,network_error,1
5000,1,2,1,0,16,0,card_declined,0
20157,1,1,1,10,17,0,checkout_abandoned,0
5000,3,3,1,1,1,0,card_declined,1
6031,1,1,0,10,0,1,temporary,1
15977,2,3,2,0,21,0,card_declined,0
5000,1,1,2,0,19,0,card_declined,1
5000,3,5,2,2,18,0,checkout_abandoned,1
5000,3,0,0,2,16,0,insufficient_funds,1
11239,2,0,1,1,10,0,insufficient_funds,0
5000,1,3,1,0,7,1,network_error,1
5000,2,1,0,0,7,0,insufficient_funds,0
11200,3,2,1,0,12,1,temporary,0
5000,3,1,2,0,1,1,temporary,0
5000,2,3,1,0,22,1,network_error,1
5000,2,0,1,5,23,0,card_declined,0
5000,2,3,1,5,1,1,temporary,1
5000,1,3,1,10,12,0,card_declined,1
12461,1,2,0,0,8,0,checkout_abandoned,1
5000,3,2,1,2,9,1,network_error,1
25780,2,1,0,10,9,1,temporary,0
5000,3,2,1,1,12,1,network_error,0
5000,2,1,1,0,23,1,temporary,0
22864,2,4,0,1,17,0,insufficient_funds,1
6072,2,3,0,0,23,0,insufficient_funds,1
5000,3,2,0,1,6,1,network_error,1
5000,1,2,1,0,20,1,network_error,1
19016,2,1,0,30,9,1,network_error,0
21294,3,1,0,5,9,1,network_error,1
5000,1,5,1,5,1,0,insufficient_funds,1
5000,1,2,1,30,21,1,network_error,1
5378,1,0,2,30,2,1,network_error,0
5000,2,3,2,0,11,0,checkout_abandoned,0
5000,1,2,1,2,23,0,insufficient_funds,1
5000,2,0,2,2,15,0,checkout_abandoned,1
15370,1,2,0,0,2,1,network_error,1
16439,1,0,1,0,22,0,checkout_abandoned,0
5000,1,2,1,0,14,1,network_error,1
5000,3,3,2,0,5,1,network_error,0
9549,2,4,2,5,6,0,checkout_abandoned,0
5000,1,2,0,0,20,1,network_error,1
8854,2,3,0,0,14,0,checkout_abandoned,0
5000,3,0,0,0,9,0,checkout_abandoned,1
5000,3,3,1,1,7,0,checkout_abandoned,1
5000,3,0,1,10,20,0,checkout_abandoned,0
20890,2,1,0,0,8,0,checkout_abandoned,0
5000,2,4,1,5,13,1,network_error,1
25345,1,4,1,2,1,0,card_declined,1
5000,1,1,1,30,5,0,card_declined,1
6576,3,3,1,2,18,1,network_error,0
53781,1,1,0,10,18,1,network_error,0
5000,3,3,1,5,23,0,checkout_abandoned,0
5000,3,4,1,10,2,1,temporary,1
17793,3,1,0,1,12,1,temporary,1
5000,2,2,0,0,3,0,card_declined,1
5000,3,1,0,2,17,0,insufficient_funds,0
5000,1,5,0,0,3,0,checkout_abandoned,1
6426,3,3,0,5,2,0,insufficient_funds,0
5000,2,7,0,0,20,0,checkout_abandoned,0
5000,3,6,0,30,3,1,temporary,1
7706,1,1,0,0,20,1,temporary,0
5000,3,0,2,0,17,0,card_declined,0
5000,2,3,0,0,13,1,network_error,0
5000,1,4,0,0,3,0,checkout_abandoned,1
5000,2,1,2,0,6,1,temporary,0
5000,1,0,0,30,4,1,network_error,0
5534,1,2,0,5,9,1,network_error,1
5000,2,1,0,0,4,0,card_declined,1
5000,3,0,0,1,4,1,network_error,1
5000,1,3,1,0,7,0,checkout_abandoned,1
5000,1,1,0,2,0,1,temporary,1
9809,2,0,2,1,21,1,temporary,1
20660,2,2,1,1,20,0,checkout_abandoned,0
5000,1,2,0,1,6,0,card_declined,1
7984,2,4,0,0,4,0,checkout_abandoned,1
5000,2,1,0,2,20,0,card_declined,1
7083,3,3,0,0,1,0,checkout_abandoned,0
23524,1,2,2,2,18,0,card_declined,0
8173,2,1,0,2,3,0,insufficient_funds,1
5000,1,0,0,0,1,0,checkout_abandoned,1
7738,3,1,0,10,22,0,insufficient_funds,0
16862,3,2,1,30,13,1,network_error,0
5000,2,4,1,5,8,0,insufficient_funds,1
13301,2,3,1,30,1,1,network_error,0
5000,3,0,0,30,15,0,insufficient_funds,1
5000,1,0,0,5,13,0,insufficient_funds,0
5659,1,1,1,0,0,1,temporary,1
5000,1,2,1,0,17,1,network_error,1
5000,3,5,0,10,12,1,temporary,1
17798,1,1,1,1,20,1,temporary,0
5000,1,2,2,5,17,0,card_declined,0
5000,1,1,1,30,14,1,network_error,0
5000,3,3,2,30,1,0,insufficient_funds,0
5000,3,2,1,5,5,1,network_error,1
5000,3,3,0,0,7,1,temporary,0
19913,1,2,0,0,22,1,temporary,0
12763,2,3,0,10,7,0,card_declined,1
8064,2,1,0,0,12,1,temporary,0
5685,2,1,2,2,21,0,checkout_abandoned,1
7282,1,2,0,0,0,0,insufficient_funds,0
5000,2,1,2,1,15,1,temporary,0
11582,1,3,1,30,21,0,checkout_abandoned,1
5000,1,4,2,1,20,1,network_error,0
11331,1,0,0,0,12,0,checkout_abandoned,1
16093,3,3,2,1,9,0,checkout_abandoned,0
6068,3,0,2,0,4,1,network_error,0
5000,3,0,0,30,14,1,network_error,1
7334,2,2,1,0,21,1,temporary,1
5000,2,1,0,30,12,1,temporary,1
6649,2,2,3,0,15,0,card_declined,0
5000,1,2,0,5,6,0,insufficient_funds,1
5000,3,0,1,30,17,0,card_declined,0
9961,3,3,1,0,10,0,checkout_abandoned,0
5000,1,1,1,30,8,1,temporary,1
5000,1,4,0,1,5,1,network_error,1
5000,1,3,2,2,15,0,checkout_abandoned,0
5258,2,4,0,0,0,1,network_error,1
5513,1,2,2,30,22,1,network_error,0
5778,1,1,2,5,23,0,card_declined,1
13896,2,3,1,0,22,1,network_error,0
5000,1,1,1,0,22,0,card_declined,0
5858,1,1,2,30,20,0,insufficient_funds,1
17853,1,1,1,5,19,0,checkout_abandoned,0
5000,3,1,0,0,10,0,card_declined,0
5881,2,4,4,1,4,0,checkout_abandoned,1
5000,1,0,1,0,0,1,network_error,1
5000,2,0,1,0,0,0,checkout_abandoned,0
5000,1,2,0,1,16,0,checkout_abandoned,1
5000,2,5,1,0,4,1,network_error,1
30984,2,2,1,0,3,1,temporary,0
5000,3,5,1,0,20,0,insufficient_funds,1
5000,2,4,2,30,3,1,temporary,0
5000,3,3,1,30,3,0,insufficient_funds,0
27651,1,0,0,0,11,0,card_declined,1
5000,1,4,1,2,5,0,card_declined,1
5000,2,1,0,0,1,0,insufficient_funds,0
5000,1,2,1,2,16,0,insufficient_funds,1
5000,2,2,1,1,12,0,insufficient_funds,0
5000,2,1,0,0,11,0,card_declined,1
57425,3,7,0,10,5,0,insufficient_funds,1
19772,2,1,0,10,15,0,insufficient_funds,0
5000,3,2,1,0,13,0,card_declined,0
9391,2,1,1,0,13,0,insufficient_funds,0
5000,2,5,0,0,22,1,temporary,1
5000,1,4,1,1,13,1,temporary,0
13622,3,1,1,1,22,1,temporary,0
15679,3,4,0,5,20,0,insufficient_funds,0
13989,1,2,2,5,2,0,insufficient_funds,1
5000,1,3,1,0,5,1,temporary,0
5000,1,3,1,1,16,1,temporary,1
10402,2,2,0,10,3,1,network_error,1
7269,2,0,0,30,17,0,insufficient_funds,1
5000,1,3,1,10,9,0,card_declined,0
5000,1,2,1,0,7,0,insufficient_funds,0
5507,2,1,4,2,12,0,checkout_abandoned,0
14458,2,3,1,0,7,0,card_declined,0
5000,2,3,2,0,11,1,network_error,1
9309,1,2,1,0,18,1,temporary,0
6846,3,1,0,0,12,0,checkout_abandoned,0
10406,3,2,0,30,23,0,insufficient_funds,0
11754,1,3,0,5,11,1,network_error,1
5000,1,1,1,10,19,0,insufficient_funds,1
5000,2,2,4,0,12,1,network_error,0
5000,2,2,1,1,20,0,insufficient_funds,0
11957,1,0,0,10,22,0,card_declined,0
5000,1,3,0,0,21,1,network_error,1
5000,3,3,0,5,1,1,temporary,1
5000,2,1,0,5,3,1,temporary,1
28357,1,3,0,0,22,0,checkout_abandoned,1
11222,2,1,1,30,18,1,temporary,0
10613,1,4,5,0,14,0,card_declined,1
12935,1,3,1,0,15,1,temporary,0
8749,3,4,0,0,1,0,insufficient_funds,0
5000,1,0,0,0,12,1,network_error,1
5000,1,3,2,0,1,0,insufficient_funds,0
5000,3,2,1,1,15,1,temporary,1
68510,1,1,1,30,13,0,card_declined,0
8569,2,1,2,1,15,0,card_declined,0
5000,3,0,1,5,16,0,card_declined,0
7828,3,1,1,5,23,1,network_error,0
5000,3,1,0,5,12,1,network_error,1
22125,2,0,0,0,19,0,checkout_abandoned,1
5000,3,0,2,0,10,0,insufficient_funds,0
8111,1,2,0,0,17,0,card_declined,1
14270,1,4,0,0,6,0,checkout_abandoned,1
7221,1,4,1,10,10,1,temporary,1
5401,2,3,0,1,14,0,card_declined,1
5000,3,1,1,30,23,0,insufficient_funds,0
5000,3,4,1,30,21,1,temporary,1
5000,3,1,4,5,6,0,insufficient_funds,0
5000,1,4,1,5,10,0,insufficient_funds,1
21581,3,4,0,0,1,0,card_declined,1
5000,3,0,2,0,16,0,insufficient_funds,0
5000,2,4,2,5,1,0,checkout_abandoned,1
5000,1,2,2,30,0,1,network_error,0
14770,1,1,1,10,17,1,network_error,0
9658,3,0,1,0,10,0,card_declined,0
8606,1,1,3,5,4,0,checkout_abandoned,0
5000,2,5,1,2,18,0,card_declined,0
8719,3,3,1,0,18,0,checkout_abandoned,0
5000,2,1,0,30,20,0,insufficient_funds,0
5000,1,4,0,0,19,1,temporary,1
12962,2,1,1,2,12,0,insufficient_funds,1
11781,1,2,2,0,22,0,checkout_abandoned,0
5000,1,1,2,30,13,0,card_declined,0
5000,3,5,0,1,16,1,network_error,0
5479,2,1,2,10,3,0,checkout_abandoned,0
27615,3,1,2,30,13,1,temporary,0
5000,3,4,1,0,7,0,checkout_abandoned,1
6492,2,2,0,1,19,1,temporary,1
5000,2,2,1,5,16,1,temporary,1
5000,1,2,1,10,16,0,card_declined,1
5000,2,3,1,5,18,1,temporary,1
5000,3,3,1,5,15,0,insufficient_funds,1
5000,1,3,0,0,1,0,card_declined,1
5000,1,6,1,0,5,0,insufficient_funds,1
5000,3,0,0,30,23,0,insufficient_funds,0
5000,3,4,0,0,16,0,insufficient_funds,0
10720,2,2,1,10,22,1,temporary,0
10434,3,3,1,0,1,0,checkout_abandoned,1
11420,1,1,0,0,4,0,checkout_abandoned,0
5000,2,1,0,10,15,0,card_declined,0
6627,3,3,0,0,1,1,temporary,1
9662,2,3,1,0,1,0,insufficient_funds,0
5000,2,3,2,0,8,0,insufficient_funds,0
5000,1,3,0,5,16,1,temporary,1
5000,2,2,2,0,23,0,checkout_abandoned,1
31012,2,1,2,5,23,0,insufficient_funds,1
33674,3,2,1,2,10,1,temporary,0
5000,1,4,2,30,17,0,insufficient_funds,1
59511,2,2,1,5,7,0,checkout_abandoned,0
5000,2,2,1,1,16,0,checkout_abandoned,1
13104,3,0,1,0,21,0,checkout_abandoned,0
12971,1,0,2,1,15,0,checkout_abandoned,0
5000,3,3,1,2,3,1,temporary,1
8048,3,2,0,30,6,1,temporary,1
5000,2,0,0,0,22,1,network_error,0
8555,2,1,0,1,18,0,checkout_abandoned,1
6189,1,4,2,30,19,0,checkout_abandoned,1
16257,1,3,0,30,1,1,temporary,1
5299,1,4,0,10,9,0,checkout_abandoned,0
5000,1,1,0,0,12,1,network_error,1
14706,2,2,1,0,18,0,card_declined,1
8781,1,4,1,1,2,0,insufficient_funds,1
10217,1,2,1,0,18,1,temporary,0
5000,3,2,0,0,14,1,network_error,1
5000,1,5,2,30,13,1,network_error,1
5000,1,1,0,2,20,1,network_error,1
5000,2,1,3,0,18,1,network_error,0
10788,3,2,3,5,17,0,card_declined,0
13042,3,6,3,10,12,0,insufficient_funds,1
5000,1,0,0,1,23,1,temporary,1
20556,1,3,0,0,20,0,insufficient_funds,0
19311,3,4,3,1,7,1,temporary,1
6269,3,0,2,1,19,0,insufficient_funds,0
5000,2,1,0,0,13,1,temporary,1
23750,3,0,2,2,21,0,checkout_abandoned,0
5000,3,5,1,5,8,1,network_error,0
5575,3,0,2,1,19,1,temporary,1
5000,3,2,0,1,6,1,temporary,1
5000,3,3,2,10,22,1,network_error,0
5000,1,1,1,0,4,0,checkout_abandoned,0
9254,3,4,2,30,4,1,network_error,0
5000,3,0,0,1,23,0,card_declined,0
104770,1,1,0,2,6,0,insufficient_funds,0
5000,1,0,0,2,12,1,network_error,0
5000,2,2,0,1,10,0,insufficient_funds,1
8185,1,0,2,0,18,0,card_declined,0
22681,3,0,2,5,5,0,checkout_abandoned,1
5242,2,1,1,30,8,0,insufficient_funds,0
8710,2,0,1,10,21,1,network_error,0
5000,3,2,1,5,22,0,card_declined,0
5000,3,1,1,0,4,0,checkout_abandoned,0
5000,3,1,0,10,11,1,network_error,1
5000,3,4,0,1,11,0,card_declined,1
5524,3,2,1,0,12,0,checkout_abandoned,1
5000,1,0,0,1,12,1,temporary,1
5000,3,2,0,0,1,0,checkout_abandoned,0
5000,1,1,0,0,20,0,checkout_abandoned,1
5000,1,2,0,10,5,0,card_declined,1
7305,2,0,1,10,6,1,network_error,1
6671,1,3,2,2,19,1,temporary,1
12013,1,2,1,30,23,0,insufficient_funds,0
10429,3,2,1,0,21,1,network_error,0
15379,2,2,0,10,7,0,card_declined,1
5000,3,3,2,1,17,1,temporary,1
6657,3,0,0,5,3,0,card_declined,1
8196,2,3,1,10,9,1,temporary,1
5662,2,2,0,10,6,0,card_declined,1
5000,3,1,1,30,5,0,checkout_abandoned,0
5000,1,1,1,0,21,0,checkout_abandoned,1
5000,3,3,1,0,21,0,checkout_abandoned,0
7492,3,2,0,0,3,0,card_declined,0
5000,1,0,1,5,8,0,insufficient_funds,1
5000,1,6,1,2,0,1,temporary,1
5000,3,3,1,5,19,0,insufficient_funds,1
5000,3,5,1,1,6,0,checkout_abandoned,0
13080,3,1,0,0,14,1,temporary,0
5316,1,0,1,30,13,1,network_error,0
5000,3,3,0,0,4,0,checkout_abandoned,0
11031,3,2,2,10,8,0,card_declined,0
5000,3,3,0,0,2,0,insufficient_funds,1
5000,2,2,0,1,3,0,checkout_abandoned,1
13646,2,3,0,0,20,0,checkout_abandoned,0
5000,2,1,2,0,8,1,temporary,1
5000,1,3,0,0,10,1,network_error,1
5121,2,2,0,0,16,1,network_error,1
15407,1,6,1,30,21,0,checkout_abandoned,0
5014,1,3,2,0,10,0,checkout_abandoned,0
5000,1,1,2,2,20,0,checkout_abandoned,1
8466,2,2,0,5,13,1,temporary,1
5000,1,5,0,30,1,0,insufficient_funds,1
32465,3,1,0,30,22,0,card_declined,0
5000,3,4,1,0,6,0,insufficient_funds,0
5000,3,3,1,0,17,1,temporary,1
7025,1,3,1,10,20,1,temporary,1
34358,1,2,1,10,19,1,network_error,0
23763,2,2,2,30,14,1,network_error,0
30667,3,2,0,5,6,0,insufficient_funds,0
5000,1,3,2,2,15,1,temporary,1
12236,3,5,0,0,12,0,checkout_abandoned,1
5000,2,2,2,1,15,1,temporary,0
6150,3,2,0,0,8,0,card_declined,1
5000,1,2,2,5,16,0,card_declined,1
5000,2,2,0,0,11,1,network_error,1
5000,2,3,1,5,23,1,temporary,1
12070,1,1,0,2,2,1,temporary,1
10945,3,2,0,30,17,1,network_error,1
6482,3,0,0,10,12,0,card_declined,0
5000,2,2,0,5,13,1,temporary,0
5000,2,1,2,5,12,0,checkout_abandoned,1
5000,2,3,1,0,3,0,checkout_abandoned,1
11727,2,2,4,10,13,0,insufficient_funds,0
15965,2,1,0,2,10,0,checkout_abandoned,1
14134,3,2,2,2,5,1,network_error,1
5000,2,2,0,2,22,0,checkout_abandoned,1
5000,1,1,1,0,5,1,temporary,1
5000,2,0,1,0,10,0,insufficient_funds,1
20366,3,3,0,0,8,0,card_declined,1
5000,2,3,0,1,10,0,card_declined,1
5000,1,3,1,10,12,0,checkout_abandoned,0
25403,3,5,1,0,15,1,network_error,1
17416,3,4,1,1,8,0,card_declined,0
5036,1,1,0,10,8,0,card_declined,1
5000,3,1,0,30,16,0,card_declined,0
5000,3,0,0,30,16,1,network_error,1
6168,3,3,1,0,14,0,insufficient_funds,1
24344,2,0,0,0,12,0,card_declined,0
7498,3,2,1,0,2,1,temporary,1
10158,3,1,0,1,13,0,card_declined,0
15823,3,2,1,5,5,0,insufficient_funds,0
5000,2,1,1,5,1,1,temporary,0
10455,1,2,0,2,14,1,temporary,1
5000,1,4,2,1,12,0,card_declined,0
5000,3,0,0,5,12,1,temporary,1
5000,2,2,0,0,17,0,card_declined,1
5000,3,3,4,0,8,1,temporary,0
8360,2,1,1,30,8,0,checkout_abandoned,0
5507,2,5,2,0,4,0,insufficient_funds,0
5909,1,0,0,10,1,0,insufficient_funds,0
34576,2,0,0,2,22,0,checkout_abandoned,1
5000,2,2,2,30,6,0,insufficient_funds,0
5000,1,3,0,2,10,1,temporary,1
6663,1,1,2,0,21,0,checkout_abandoned,0
5000,2,3,2,0,5,0,card_declined,0
5055,1,1,1,0,4,0,insufficient_funds,0
5000,3,1,0,1,17,0,checkout_abandoned,0
20128,2,1,0,10,8,0,card_declined,1
5000,2,3,1,5,6,0,checkout_abandoned,0
37473,1,2,1,10,18,0,checkout_abandoned,0
5000,2,1,1,2,6,0,card_declined,0
13739,2,1,0,0,0,1,temporary,1
5000,2,1,0,0,19,0,insufficient_funds,1
5000,1,2,1,0,23,0,checkout_abandoned,1
5000,1,1,0,30,21,1,temporary,1
5536,3,3,2,10,2,0,checkout_abandoned,0
6754,3,4,2,0,11,0,insufficient_funds,0
5000,3,1,0,0,21,1,temporary,0
5000,1,1,0,0,15,0,insufficient_funds,0
5000,2,3,0,5,7,0,insufficient_funds,1
49004,1,0,2,0,8,0,card_declined,0
5000,3,4,0,30,7,0,card_declined,0
23045,1,2,1,0,15,1,temporary,1
5000,2,2,0,10,15,0,checkout_abandoned,0
6369,3,0,0,5,17,1,network_error,1
5000,3,2,2,1,6,1,network_error,0
5000,3,3,1,0,17,1,temporary,0
6066,2,1,0,2,10,1,network_error,1
24004,1,2,1,0,0,1,temporary,0
6136,1,2,0,5,18,0,checkout_abandoned,1
19608,1,1,1,0,2,0,checkout_abandoned,1
9327,1,1,1,30,0,1,temporary,1
25019,2,2,0,0,16,1,temporary,1
5000,1,2,1,0,2,0,card_declined,1
53649,1,1,0,1,12,1,network_error,1
5000,2,1,1,10,8,1,temporary,1
5000,3,4,0,0,22,0,insufficient_funds,0
5000,3,2,0,10,7,0,checkout_abandoned,0
50565,1,3,1,0,2,1,network_error,1
11152,3,0,0,0,3,0,card_declined,0
5000,2,0,0,10,23,0,card_declined,0
17137,2,2,1,0,23,1,network_error,1
9776,2,2,0,1,3,1,temporary,1
35106,3,1,2,2,8,0,insufficient_funds,0
5000,2,2,0,0,0,0,checkout_abandoned,1
5000,1,2,0,5,19,0,insufficient_funds,1
5000,2,3,2,2,21,0,checkout_abandoned,0
5000,1,1,1,10,16,0,checkout_abandoned,1
14190,1,2,0,0,12,1,network_error,1
5000,1,3,1,30,8,0,checkout_abandoned,0
10297,1,1,0,0,6,1,network_error,1
52040,2,2,1,30,17,1,network_error,1
5000,1,3,0,0,13,0,insufficient_funds,1
5000,2,0,1,0,11,1,network_error,0
5533,1,3,1,0,9,0,insufficient_funds,1
13190,1,2,0,1,17,1,temporary,1
5000,3,3,2,0,23,1,temporary,0
5000,1,2,1,0,2,0,insufficient_funds,1
14146,1,5,3,0,18,0,card_declined,0
7177,2,3,1,0,10,0,checkout_abandoned,0
5000,1,4,0,1,15,1,temporary,1
5000,1,1,0,0,19,0,insufficient_funds,1
22053,1,4,2,0,7,1,network_error,1
7346,2,1,0,0,4,0,card_declined,0
5000,3,7,1,0,0,0,card_declined,0
5000,2,3,1,1,23,0,checkout_abandoned,1
5000,3,4,0,30,19,1,network_error,1
10257,3,1,1,0,17,1,network_error,0
5000,3,3,0,5,1,0,card_declined,1
5000,2,0,0,0,22,0,checkout_abandoned,0
6457,2,2,1,5,2,1,network_error,1
5000,2,0,0,5,6,0,card_declined,0
8706,3,1,1,1,14,1,temporary,0
5000,2,4,2,0,0,0,insufficient_funds,0
7024,2,3,0,2,18,1,temporary,1
14641,1,2,0,2,22,1,temporary,1
7996,3,3,0,5,9,1,network_error,1
5648,2,4,1,0,2,1,temporary,0
5000,3,1,3,0,14,0,card_declined,0
5000,3,3,1,10,18,1,network_error,1
5000,1,1,1,10,23,1,network_error,0
17321,2,1,1,10,6,0,checkout_abandoned,0
5000,2,1,1,10,6,0,insufficient_funds,0
5000,1,1,0,0,1,1,temporary,1
5000,1,2,0,0,1,0,insufficient_funds,0
6008,2,3,0,0,17,0,insufficient_funds,1
5000,1,0,0,0,5,0,checkout_abandoned,1
7984,2,0,1,1,7,0,card_declined,1
8290,3,3,1,0,10,0,checkout_abandoned,0
11955,1,6,2,10,1,0,checkout_abandoned,1
20405,1,5,2,2,18,1,network_error,1
13304,1,3,0,0,13,1,temporary,1
5000,3,2,2,10,10,0,checkout_abandoned,1
5000,3,2,0,0,5,0,insufficient_funds,0
5000,3,1,0,2,14,0,checkout_abandoned,0
